Transaction_Text,Label
BANK Cash deposit credit,Income
Petrol pump fuel payment | Ref:04a4fba9 | Amount: INR 29796.44,Petrol
HDFC home loan EMI | Ref:0595c045 | Amount: INR 44718.71,EMI
PHONEPE Airtel recharge PAYMENT,Bills
GPAY Clinic payment TRANSACTION,Medical
POS General income credit,Income
Dominos pizza order | Ref:34fdcc1a | Amount: INR 43423.2,Food
UPI Exam fee payment ONLINE,Studies
UPI Commission received PAYMENT,Income
Flat rent transfer TRANSACTION,Rent
POS Rapido bike ride ONLINE,Transport
GPAY Water bill payment PAYMENT,Bills
PAYTM Netflix monthly payment UPI,Entertainment
PAYTM Reliance Fresh supermarket payment PAYMENT,Groceries
POS IOCL fuel station UPI,Petrol
BANK Monthly salary credit ONLINE,Salary
Clinic payment TRANSACTION,Medical
ONLINE Train reservation payment PURCHASE,Transport
PAYTM Monthly wages credited ONLINE,Salary
Educational institution fee TRANSACTION,Studies
PAYTM Petrol bunk UPI payment PURCHASE,Petrol
Blinkit grocery payment PURCHASE,Groceries
SBI car loan EMI | Ref:f770c270 | Amount: INR 39204.34,EMI
Zerodha stock purchase | Ref:1a3aeaf4 | Amount: INR 49382.57,Investment
IndiGo flight ticket | Ref:d8bbdbd3 | Amount: INR 2508.25,Transport
Ola cab fare | Ref:f2e7ba18 | Amount: INR 48546.39,Transport
PAYTM Utility bill payment UPI,Bills
UPI Medicine purchase PURCHASE,Medical
PHONEPE Zepto grocery delivery ONLINE,Groceries
PAYTM Misc expense payment ONLINE,Other
PAYTM Water bill payment UPI,Bills
Provision store payment,Groceries
Myntra clothing order | Ref:2f878928 | Amount: INR 6302.26,Shopping
PAYTM Flat rent transfer TRANSACTION,Rent
GPAY DMart grocery purchase ONLINE,Groceries
Petrol pump fuel payment | Ref:1550408d | Amount: INR 43500.39,Petrol
UPI Money sent to Deepak UPI,Personal Transfer
Employer salary payment ONLINE,Salary
BANK Academic fee payment PAYMENT,Studies
UPI Netflix monthly payment,Entertainment
ONLINE Income credited ONLINE,Income
POS Cash deposit credit,Income
Gas bill payment PURCHASE,Bills
IKEA furniture shopping | Ref:33444744 | Amount: INR 27975.44,Shopping
Reliance Digital purchase | Ref:09fafbf4 | Amount: INR 29743.0,Shopping
Petrol pump fuel payment | Ref:e23de2e6 | Amount: INR 30249.83,Petrol
Petrol pump fuel payment | Ref:91a96b47 | Amount: INR 15395.31,Petrol
Groww ETF investment | Ref:94776519 | Amount: INR 8751.42,Investment
Petrol pump fuel payment | Ref:b144bfb2 | Amount: INR 43824.56,Petrol
MakeMyTrip hotel booking | Ref:406fab08 | Amount: INR 20457.01,Transport
PAYTM Electricity bill payment ONLINE,Bills
BANK Apartment rent payment PURCHASE,Rent
BANK Monthly wages credited TRANSACTION,Salary
UPI transfer to friend UPI,Personal Transfer
PAYTM Medicine purchase PURCHASE,Medical
PAYTM IOCL fuel station UPI ONLINE,Petrol
MakeMyTrip hotel booking | Ref:490bb9e3 | Amount: INR 45027.14,Transport
Personal UPI transfer PURCHASE,Personal Transfer
Grocery purchase at Big Bazaar | Ref:311d15ca | Amount: INR 12616.74,Food
ONLINE Monthly rent transfer PURCHASE,Rent
Flipkart electronics purchase | Ref:450f137a | Amount: INR 15663.5,Shopping
Bank credit received TRANSACTION,Income
UPI Payment received PAYMENT,Income
Educational institution fee TRANSACTION,Studies
PHONEPE Disney Hotstar subscription UPI,Entertainment
PHONEPE UPI transfer to friend UPI,Personal Transfer
Payment to friend ONLINE,Personal Transfer
UPI General credit to account UPI,Income
Personal loan EMI deduction | Ref:469faa7f | Amount: INR 36901.58,EMI
Reliance Digital purchase | Ref:41b4aaad | Amount: INR 32319.75,Shopping
Swiggy order payment | Ref:c1f238d5 | Amount: INR 14595.7,Food
ONLINE MedPlus pharmacy purchase ONLINE,Medical
IKEA furniture shopping | Ref:052569c8 | Amount: INR 19100.48,Shopping
Groww ETF investment | Ref:9ce5a406 | Amount: INR 2461.98,Investment
Petrol pump fuel payment | Ref:daea6ba8 | Amount: INR 16248.73,Petrol
BANK Coursera course payment UPI,Studies
UPI Company salary deposit UPI,Salary
KFC food order PURCHASE,Food
McDonald's meal payment | Ref:5d78c7c0 | Amount: INR 13583.13,Food
Ola cab fare | Ref:7ab92046 | Amount: INR 41526.66,Transport
UPI Commission received,Income
ONLINE Incoming bank credit TRANSACTION,Income
BANK Employer salary payment,Salary
Petrol pump fuel payment | Ref:98fe2e55 | Amount: INR 12220.36,Petrol
PAYTM Internet broadband bill TRANSACTION,Bills
PPF contribution | Ref:86098a33 | Amount: INR 28217.36,Investment
Reliance Digital purchase | Ref:be2636d2 | Amount: INR 7036.28,Shopping
Ola cab fare | Ref:b04c8daa | Amount: INR 32705.48,Transport
GPAY Ola cab fare PURCHASE,Transport
GPAY Other transaction UPI,Other
Fixed deposit investment | Ref:f8bc95f0 | Amount: INR 31030.57,Investment
Groww ETF investment | Ref:217a382a | Amount: INR 49307.86,Investment
GPAY Unclassified transaction PAYMENT,Other
PAYTM General credit to account PURCHASE,Income
Restaurant dining at | Ref:779ed9a5 | Amount: INR 19003.29,Food
UPI Coursera course payment TRANSACTION,Studies
UPI Apollo Pharmacy payment PAYMENT,Medical
General purchase,Other
POS Mutual fund investment PURCHASE,Investment
UPI Money sent to Deepak UPI,Personal Transfer
UPI IOCL fuel station UPI PAYMENT,Petrol
GPAY Hospital bill payment,Medical
Flipkart electronics purchase | Ref:a60c4a16 | Amount: INR 908.74,Shopping
BANK Cinema ticket payment,Entertainment
Restaurant dining at | Ref:b3d82cdc | Amount: INR 10074.77,Food
PAYTM Jio mobile recharge ONLINE,Bills
BANK Office salary received PAYMENT,Salary
Gaming purchase ONLINE,Entertainment
ONLINE Coaching institute UPI,Studies
POS Monthly salary credit TRANSACTION,Salary
POS Apartment rent payment TRANSACTION,Rent
Utility bill payment,Bills
MakeMyTrip hotel booking | Ref:aff10a85 | Amount: INR 12881.81,Transport
Theatre ticket payment,Entertainment
BANK Apollo Pharmacy payment,Medical
PHONEPE Cinema ticket payment PURCHASE,Entertainment
GPAY Cinema ticket payment TRANSACTION,Entertainment
Flipkart electronics purchase | Ref:fa08d48b | Amount: INR 48316.35,Shopping
ONLINE Jio mobile recharge,Bills
MakeMyTrip hotel booking | Ref:4ea32e9d | Amount: INR 18895.69,Transport
PPF contribution | Ref:3957c64f | Amount: INR 13168.13,Investment
UPI Unclassified transaction PAYMENT,Other
UPI Payment received TRANSACTION,Income
Groww ETF investment | Ref:951b0bc3 | Amount: INR 2446.53,Investment
Cafe coffee purchase at | Ref:8e2725e3 | Amount: INR 37363.36,Food
BANK McDonalds online payment PAYMENT,Food
IndiGo flight ticket | Ref:efeef191 | Amount: INR 18081.52,Transport
Credit card EMI installment | Ref:75c9287d | Amount: INR 9589.51,EMI
IRCTC train ticket booking | Ref:f4dc7665 | Amount: INR 26755.33,Transport
Bank account credit received ONLINE,Income
POS Diesel filling payment ONLINE,Petrol
ONLINE Incoming bank credit UPI,Income
BANK Doctor consultation fee PURCHASE,Medical
BANK Office salary received,Salary
PPF contribution | Ref:7e5523da | Amount: INR 5421.55,Investment
PAYTM BookMyShow movie ticket TRANSACTION,Entertainment
Payroll credit ONLINE,Salary
Reliance Digital purchase | Ref:74ec4175 | Amount: INR 38216.72,Shopping
Reliance Digital purchase | Ref:c55d2e67 | Amount: INR 21513.49,Shopping
Bajaj Finserv EMI payment | Ref:17184f01 | Amount: INR 41448.43,EMI
Salary August credit TRANSACTION,Salary
Company salary deposit PAYMENT,Salary
UPI Company salary deposit TRANSACTION,Salary
Flipkart electronics purchase | Ref:a9c0f7c5 | Amount: INR 16751.98,Shopping
ONLINE College fee payment,Studies
ONLINE Bus ticket payment ONLINE,Transport
PHONEPE House rent payment ONLINE,Rent
UPI Reliance Fresh supermarket payment UPI,Groceries
Hostel rent payment PAYMENT,Rent
HDFC home loan EMI | Ref:34043c26 | Amount: INR 42486.3,EMI
ONLINE Provision store payment,Groceries
POS Transfer to family member ONLINE,Personal Transfer
BANK BigBasket grocery order,Groceries
PG rent payment UPI,Rent
PPF contribution | Ref:64ac896d | Amount: INR 36256.05,Investment
Electricity bill payment TRANSACTION,Bills
McDonald's meal payment | Ref:2d1fcce1 | Amount: INR 18990.45,Food
BANK Exam fee payment PAYMENT,Studies
PHONEPE Theatre ticket payment,Entertainment
POS BPCL petrol station transaction PAYMENT,Petrol
Dominos pizza order | Ref:b6fea947 | Amount: INR 42817.91,Food
IndiGo flight ticket | Ref:578088a5 | Amount: INR 45060.79,Transport
Credit card EMI installment | Ref:6507fbf3 | Amount: INR 21416.46,EMI
GPAY Monthly rent transfer,Rent
GPAY Bank credit received PURCHASE,Income
Myntra clothing order | Ref:5b988ae9 | Amount: INR 15045.07,Shopping
PAYTM Exam fee payment PURCHASE,Studies
SBI car loan EMI | Ref:bd3bc580 | Amount: INR 4965.54,EMI
PPF contribution | Ref:33a360fb | Amount: INR 19985.72,Investment
GPAY Employer salary payment,Salary
ONLINE Incoming bank credit UPI,Income
PHONEPE Provision store payment PURCHASE,Groceries
PAYTM Mutual fund investment PURCHASE,Investment
RedBus bus ticket | Ref:af743ca5 | Amount: INR 9102.84,Transport
Ola cab fare | Ref:d530b864 | Amount: INR 28504.42,Transport
ONLINE Clinic payment PURCHASE,Medical
Fixed deposit investment | Ref:32877c97 | Amount: INR 29156.48,Investment
GPAY Electronics store purchase UPI,Shopping
BANK Miscellaneous expense PURCHASE,Other
BANK Medical shop purchase TRANSACTION,Medical
Ola cab fare | Ref:5a524630 | Amount: INR 42793.24,Transport
POS UPI transfer to friend UPI,Personal Transfer
BANK Payroll credit PAYMENT,Salary
ONLINE Personal bank transfer UPI,Personal Transfer
Bajaj Finserv EMI payment | Ref:5fd2125b | Amount: INR 48848.28,EMI
Reliance Digital purchase | Ref:246f9c6c | Amount: INR 13532.11,Shopping
GPAY MedPlus pharmacy purchase TRANSACTION,Medical
PAYTM Employer salary payment PURCHASE,Salary
ONLINE Theatre ticket payment PURCHASE,Entertainment
Petrol pump fuel payment | Ref:98fe2e55 | Amount: INR 12220.36,Petrol
POS Bookstore study material,Studies
PHONEPE Bank credit received UPI,Income
BANK Flat rent transfer UPI,Rent
UPI Cinema ticket payment,Entertainment
Credit card EMI installment | Ref:f777da6a | Amount: INR 30489.17,EMI
Swiggy order payment | Ref:9f5fdb0a | Amount: INR 21213.68,Food
HDFC home loan EMI | Ref:d6386828 | Amount: INR 31011.28,EMI
Zomato dinner bill | Ref:d85926c7 | Amount: INR 2315.07,Food
Bajaj Finserv EMI payment | Ref:083c8c9b | Amount: INR 13502.71,EMI
SBI car loan EMI | Ref:6834daaa | Amount: INR 1407.2,EMI
POS Utility bill payment,Bills
PHONEPE Educational institution fee UPI,Studies
PAYTM House rent payment ONLINE,Rent
PHONEPE Cash deposit credit TRANSACTION,Income
GPAY Bharat Petroleum fuel purchase TRANSACTION,Petrol
BANK Educational institution fee,Studies
BANK Monthly salary credit ONLINE,Salary
Zerodha stock purchase | Ref:d225a690 | Amount: INR 44851.49,Investment
Cafe coffee purchase at | Ref:52a5e768 | Amount: INR 31701.41,Food
BANK Personal UPI transfer TRANSACTION,Personal Transfer
Bajaj Finserv EMI payment | Ref:05dbe19e | Amount: INR 21171.43,EMI
UPI Salary August credit ONLINE,Salary
ONLINE Office salary received ONLINE,Salary
UPI Salary August credit TRANSACTION,Salary
Groww ETF investment | Ref:0b1e9fd7 | Amount: INR 13687.32,Investment
ONLINE Netflix monthly payment PURCHASE,Entertainment
IndiGo flight ticket | Ref:1c1707c6 | Amount: INR 30416.08,Transport
Education institute UPI payment,Studies
ONLINE BPCL petrol station transaction PAYMENT,Petrol
Petrol pump fuel payment | Ref:7d38f0e8 | Amount: INR 40298.0,Petrol
General credit to account PAYMENT,Income
BANK Coaching institute UPI TRANSACTION,Studies
BANK Room rent August,Rent
POS Netflix monthly payment ONLINE,Entertainment
POS Commission received PAYMENT,Income
POS Unclassified transaction PAYMENT,Other
SBI car loan EMI | Ref:10a5bc86 | Amount: INR 41396.99,EMI
Uber ride payment | Ref:c2de9288 | Amount: INR 13250.28,Transport
BANK UPI payment to Ravi,Personal Transfer
BANK UPI transfer to friend ONLINE,Personal Transfer
Grocery purchase at Big Bazaar | Ref:47ab0424 | Amount: INR 37271.35,Food
PHONEPE General income credit UPI,Income
Fixed deposit investment | Ref:644bd0ed | Amount: INR 47301.49,Investment
BANK Water bill payment ONLINE,Bills
Petrol pump fuel payment | Ref:51e976ea | Amount: INR 15310.75,Petrol
HDFC home loan EMI | Ref:49340c29 | Amount: INR 6861.2,EMI
POS Room rent August PURCHASE,Rent
GPAY Myntra shopping payment PAYMENT,Shopping
Swiggy order payment | Ref:3aebcbd5 | Amount: INR 22761.35,Food
PHONEPE Hospital bill payment,Medical
ONLINE DMart grocery purchase PURCHASE,Groceries
Electricity bill payment TRANSACTION,Bills
PHONEPE Money transfer to person TRANSACTION,Personal Transfer
IndiGo flight ticket | Ref:2684dc59 | Amount: INR 45610.6,Transport
PHONEPE Petrol bunk UPI payment,Petrol
PAYTM Monthly salary credit TRANSACTION,Salary
Coaching institute UPI UPI,Studies
POS Ola cab fare PAYMENT,Transport
Personal loan EMI deduction | Ref:a9ee1ad4 | Amount: INR 42680.02,EMI
POS Payroll credit UPI,Salary
PAYTM Office salary received ONLINE,Salary
PPF contribution | Ref:811024c0 | Amount: INR 23313.26,Investment
BANK Monthly wages credited TRANSACTION,Salary
PPF contribution | Ref:7cb216b8 | Amount: INR 29280.8,Investment
UPI Employer salary payment UPI,Salary
ONLINE Flat rent transfer PURCHASE,Rent
POS UPI payment to Ravi TRANSACTION,Personal Transfer
POS General purchase UPI,Other
ONLINE Monthly wages credited PURCHASE,Salary
GPAY DMart grocery purchase UPI,Groceries
POS UPI transfer to friend,Personal Transfer
Petrol pump fuel payment | Ref:1903adaa | Amount: INR 13296.76,Petrol
Payment to friend ONLINE,Personal Transfer
Institute fee payment PAYMENT,Studies
POS Money received PURCHASE,Income
SBI car loan EMI | Ref:857fb82a | Amount: INR 20670.5,EMI
BANK AJIO UPI payment UPI,Shopping
BANK Airtel recharge PAYMENT,Bills
GPAY Hospital bill payment UPI,Medical
McDonald's meal payment | Ref:31f449de | Amount: INR 17186.74,Food
ONLINE Reliance Fresh supermarket payment ONLINE,Groceries
ONLINE Payment received UPI,Income
POS UPI transfer to friend ONLINE,Personal Transfer
GPAY Apartment rent payment ONLINE,Rent
UPI Cinema ticket payment,Entertainment
Bus ticket payment PURCHASE,Transport
POS BigBasket grocery order PURCHASE,Groceries
RedBus bus ticket | Ref:72a67ba4 | Amount: INR 38117.52,Transport
SIP investment in mutual fund | Ref:410255a4 | Amount: INR 19819.85,Investment
Myntra clothing order | Ref:33a94657 | Amount: INR 46729.49,Shopping
PPF contribution | Ref:6d376beb | Amount: INR 44749.13,Investment
ONLINE Bharat Petroleum fuel purchase ONLINE,Petrol
GPAY Other transaction,Other
PAYTM Jio mobile recharge ONLINE,Bills
Ola cab fare | Ref:76981070 | Amount: INR 15458.66,Transport
UPI Misc expense payment UPI,Other
BANK General payment PURCHASE,Other
BANK Academic fee payment PAYMENT,Studies
Theatre ticket payment TRANSACTION,Entertainment
ONLINE Mobile bill payment PAYMENT,Bills
BANK Payroll credit PAYMENT,Salary
IKEA furniture shopping | Ref:e802f90e | Amount: INR 45602.88,Shopping
IndiGo flight ticket | Ref:29bc86ad | Amount: INR 41517.4,Transport
Reliance Digital purchase | Ref:1bff67e8 | Amount: INR 39406.21,Shopping
Zomato dinner bill | Ref:18bf1d25 | Amount: INR 34354.34,Food
BANK UPI transfer to Arun PURCHASE,Personal Transfer
Zerodha stock purchase | Ref:0c980941 | Amount: INR 6493.65,Investment
SIP investment in mutual fund | Ref:e26a1082 | Amount: INR 5136.29,Investment
PHONEPE Monthly salary credit UPI,Salary
GPAY Money transfer to person UPI,Personal Transfer
GPAY Spotify subscription PAYMENT,Entertainment
UPI Unknown merchant payment PAYMENT,Other
Tuition class payment PURCHASE,Studies
ONLINE Monthly rent transfer PAYMENT,Rent
BANK Payroll credit ONLINE,Salary
PPF contribution | Ref:58f7aa37 | Amount: INR 48316.08,Investment
ONLINE Airtel recharge PAYMENT,Bills
ONLINE Mithran Super Stores purchase PAYMENT,Groceries
BANK House rent payment,Rent
Payment to friend PAYMENT,Personal Transfer
ONLINE Spotify subscription PAYMENT,Entertainment
BPCL petrol station transaction UPI,Petrol
Water bill payment UPI,Bills
Petrol pump fuel payment | Ref:83399243 | Amount: INR 31508.54,Petrol
PHONEPE Zepto grocery delivery PAYMENT,Groceries
POS Mobile bill payment ONLINE,Bills
BANK Misc expense payment PAYMENT,Other
GPAY Hostel rent payment PAYMENT,Rent
ONLINE UPI transfer to Arun ONLINE,Personal Transfer
PAYTM Netflix monthly payment UPI,Entertainment
UPI Cinema ticket payment PURCHASE,Entertainment
Flipkart electronics purchase | Ref:aa31fcd4 | Amount: INR 13716.11,Shopping
McDonald's meal payment | Ref:feb3b34d | Amount: INR 4590.23,Food
PHONEPE Medicine purchase TRANSACTION,Medical
IndiGo flight ticket | Ref:1e92781e | Amount: INR 21520.37,Transport
POS PG rent payment PURCHASE,Rent
BANK Bank credit received TRANSACTION,Income
Zepto grocery delivery PURCHASE,Groceries
POS Commission received UPI,Income
GPAY Mithran Super Stores purchase UPI,Groceries
UPI Landlord rent payment UPI,Rent
ONLINE Spotify subscription TRANSACTION,Entertainment
Landlord rent payment,Rent
POS Electricity bill payment,Bills
PAYTM Salary credited PAYMENT,Salary
Bajaj Finserv EMI payment | Ref:ecf2a668 | Amount: INR 10811.44,EMI
Bajaj Finserv EMI payment | Ref:5a69daf4 | Amount: INR 33083.13,EMI
Flipkart electronics purchase | Ref:52b2b708 | Amount: INR 10229.88,Shopping
Fixed deposit investment | Ref:f7567afe | Amount: INR 30479.68,Investment
PPF contribution | Ref:b6fea0ef | Amount: INR 22607.82,Investment
Petrol pump fuel payment | Ref:d9b95003 | Amount: INR 32039.04,Petrol
Fixed deposit investment | Ref:a7691262 | Amount: INR 46159.15,Investment
Reliance Digital purchase | Ref:e99c5ac4 | Amount: INR 10023.76,Shopping
PHONEPE Airtel recharge ONLINE,Bills
ONLINE UPI payment to Ravi PURCHASE,Personal Transfer
PG rent payment UPI,Rent
BANK Finance EMI monthly payment UPI,EMI
BANK Internet broadband bill UPI,Bills
GPAY Gas bill payment PURCHASE,Bills
Credit card EMI installment | Ref:98b31be4 | Amount: INR 17741.98,EMI
ONLINE Landlord rent payment TRANSACTION,Rent
Loan EMI auto debit PURCHASE,EMI
UPI College fee payment PURCHASE,Studies
PHONEPE Cinema ticket payment PURCHASE,Entertainment
BANK UPI transfer to Arun TRANSACTION,Personal Transfer
Petrol pump fuel payment | Ref:ac66cf90 | Amount: INR 8763.94,Petrol
POS Provision store payment PURCHASE,Groceries
UPI Incoming bank credit TRANSACTION,Income
Bajaj Finserv EMI payment | Ref:3dd994a5 | Amount: INR 28937.05,EMI
ONLINE House rent payment PURCHASE,Rent
PHONEPE Education institute UPI payment ONLINE,Studies
PAYTM Bonus credited PAYMENT,Income
Bookstore study material UPI,Studies
Myntra clothing order | Ref:cecf855a | Amount: INR 39803.0,Shopping
POS Miscellaneous expense UPI,Other
Personal loan EMI deduction | Ref:08f6b0d0 | Amount: INR 46411.92,EMI
ONLINE Personal UPI transfer PURCHASE,Personal Transfer
IndiGo flight ticket | Ref:fbf75611 | Amount: INR 32708.88,Transport
ONLINE Incoming bank credit PAYMENT,Income
Spotify subscription ONLINE,Entertainment
UPI Money sent to Deepak,Personal Transfer
UPI Clinic payment PAYMENT,Medical
BANK Amazon online shopping TRANSACTION,Shopping
MedPlus pharmacy purchase,Medical
POS University tuition fee PURCHASE,Studies
POS Other transaction PAYMENT,Other
PHONEPE Mobile bill payment UPI,Bills
PHONEPE Gas bill payment,Bills
PHONEPE Clinic payment,Medical
BANK UPI payment to Ravi TRANSACTION,Personal Transfer
PHONEPE General payment ONLINE,Other
BookMyShow movie ticket TRANSACTION,Entertainment
Reliance Digital purchase | Ref:20a04d30 | Amount: INR 38146.63,Shopping
BANK Diagnostic lab payment PURCHASE,Medical
BANK Room rent August UPI,Rent
Education institute UPI payment,Studies
Petrol pump fuel payment | Ref:f83f9788 | Amount: INR 38789.49,Petrol
PHONEPE Misc expense payment ONLINE,Other
Uber ride payment | Ref:f1f4a791 | Amount: INR 40954.08,Transport
Payment received ONLINE,Income
PAYTM Bank account credit received UPI,Income
PAYTM Exam fee payment UPI,Studies
BANK Personal bank transfer PURCHASE,Personal Transfer
Dominos pizza order | Ref:25ae305b | Amount: INR 31934.01,Food
POS Taxi fare payment PURCHASE,Transport
Gaming purchase ONLINE,Entertainment
ONLINE Supermarket grocery purchase,Groceries
RedBus bus ticket | Ref:691800be | Amount: INR 38688.44,Transport
PAYTM Blinkit grocery payment UPI,Groceries
GPAY Theatre ticket payment TRANSACTION,Entertainment
GPAY UPI transfer to Arun UPI,Personal Transfer
Flipkart electronics purchase | Ref:74ccf8ee | Amount: INR 3405.08,Shopping
PAYTM Misc expense payment ONLINE,Other
PHONEPE BookMyShow movie ticket ONLINE,Entertainment
UPI Udemy course purchase ONLINE,Studies
ONLINE College fee payment,Studies
PPF contribution | Ref:7ca8eb07 | Amount: INR 9560.98,Investment
PHONEPE Academic fee payment,Studies
GPAY Money sent to Deepak TRANSACTION,Personal Transfer
BANK Apartment rent payment UPI,Rent
PPF contribution | Ref:5285e533 | Amount: INR 11907.17,Investment
BANK BookMyShow movie ticket PURCHASE,Entertainment
PHONEPE Train reservation payment PAYMENT,Transport
GPAY UPI transfer to friend UPI,Personal Transfer
Uber ride payment | Ref:423ba9f8 | Amount: INR 48470.26,Transport
GPAY Transfer to family member TRANSACTION,Personal Transfer
Diagnostic lab payment UPI,Medical
Diagnostic lab payment ONLINE,Medical
ONLINE Mobile bill payment PAYMENT,Bills
Petrol pump fuel payment | Ref:a9433719 | Amount: INR 7594.98,Petrol
ONLINE Unknown bank transaction PAYMENT,Other
GPAY BookMyShow movie ticket ONLINE,Entertainment
Petrol pump fuel payment | Ref:1d30c7ef | Amount: INR 21415.2,Petrol
PAYTM Office salary received PAYMENT,Salary
Petrol pump fuel payment | Ref:79032ae2 | Amount: INR 5983.02,Petrol
UPI DMart grocery purchase,Groceries
POS Prime Video subscription,Entertainment
PAYTM Hostel rent payment PAYMENT,Rent
UPI College fee payment PURCHASE,Studies
UPI General purchase PURCHASE,Other
Personal loan EMI deduction | Ref:7e18c597 | Amount: INR 40666.71,EMI
Fixed deposit investment | Ref:2c8215ce | Amount: INR 18744.59,Investment
Flipkart electronics purchase | Ref:b7ee6885 | Amount: INR 46244.31,Shopping
GPAY Transfer to family member PURCHASE,Personal Transfer
GPAY Office salary received,Salary
ONLINE Money received ONLINE,Income
PAYTM Flat rent transfer ONLINE,Rent
POS Apartment rent payment UPI,Rent
Ola cab fare | Ref:132ef2b6 | Amount: INR 19041.36,Transport
ONLINE Blinkit grocery payment UPI,Groceries
Dominos pizza order | Ref:da172593 | Amount: INR 23465.19,Food
Bajaj Finserv EMI payment | Ref:87b80b00 | Amount: INR 41940.54,EMI
PAYTM Unknown merchant payment PURCHASE,Other
Electricity bill payment PAYMENT,Bills
UPI Misc expense payment PURCHASE,Other
PAYTM Unknown merchant payment PAYMENT,Other
Groww ETF investment | Ref:f46c1f42 | Amount: INR 3405.36,Investment
PHONEPE Provision store payment PURCHASE,Groceries
PHONEPE House rent payment PURCHASE,Rent
PAYTM Mobile bill payment PAYMENT,Bills
General payment ONLINE,Other
UPI DMart grocery purchase UPI,Groceries
Petrol pump fuel payment | Ref:93163dc8 | Amount: INR 43003.31,Petrol
Dominos pizza order | Ref:912eed0a | Amount: INR 6830.91,Food
Dominos pizza order | Ref:5edc7917 | Amount: INR 22500.88,Food
House rent payment PURCHASE,Rent
Swiggy order payment | Ref:ee23db72 | Amount: INR 7154.7,Food
POS Prime Video subscription PAYMENT,Entertainment
Incoming bank credit ONLINE,Income
Utility bill payment,Bills
BANK Personal UPI transfer PURCHASE,Personal Transfer
SBI car loan EMI | Ref:30e5246e | Amount: INR 33706.85,EMI
Internet broadband bill ONLINE,Bills
ONLINE Monthly rent transfer PAYMENT,Rent
ONLINE Personal bank transfer UPI,Personal Transfer
PAYTM MedPlus pharmacy purchase,Medical
Reliance Digital purchase | Ref:044304af | Amount: INR 3187.22,Shopping
HDFC home loan EMI | Ref:f9db5c81 | Amount: INR 3627.34,EMI
Swiggy order payment | Ref:b32fb31c | Amount: INR 49422.55,Food
Petrol pump fuel payment | Ref:dcb92afe | Amount: INR 8845.84,Petrol
Blinkit grocery payment PURCHASE,Groceries
BANK IOCL fuel station UPI UPI,Petrol
IKEA furniture shopping | Ref:1e44de2f | Amount: INR 1607.3,Shopping
Petrol pump fuel payment | Ref:4f489ebd | Amount: INR 41501.82,Petrol
PHONEPE Payment to friend ONLINE,Personal Transfer
GPAY Coursera course payment PURCHASE,Studies
ONLINE Apollo Pharmacy payment,Medical
Uber ride payment | Ref:7fb30b41 | Amount: INR 682.62,Transport
ONLINE Monthly salary credit TRANSACTION,Salary
Petrol pump fuel payment | Ref:dcb92afe | Amount: INR 8845.84,Petrol
PAYTM Disney Hotstar subscription PAYMENT,Entertainment
BANK Theatre ticket payment ONLINE,Entertainment
HDFC home loan EMI | Ref:000b9b82 | Amount: INR 38875.46,EMI
UPI UPI transfer to Arun TRANSACTION,Personal Transfer
Credit card EMI installment | Ref:bc9b4c4d | Amount: INR 38304.65,EMI
ONLINE Misc expense payment PAYMENT,Other
GPAY Salary August credit TRANSACTION,Salary
POS Airtel recharge TRANSACTION,Bills
BANK Airtel recharge PURCHASE,Bills
Company salary deposit UPI,Salary
Amazon online shopping | Ref:5b8aefe5 | Amount: INR 11123.62,Shopping
ONLINE Monthly finance installment PURCHASE,EMI
SBI car loan EMI | Ref:511ab220 | Amount: INR 30207.64,EMI
UPI Transfer to family member,Personal Transfer
GPAY Salary credited UPI,Salary
PHONEPE General income credit UPI,Income
Miscellaneous expense,Other
Reliance Digital purchase | Ref:3ad4c8e1 | Amount: INR 44793.24,Shopping
Finance company EMI debit ONLINE,EMI
BANK BookMyShow movie ticket TRANSACTION,Entertainment
GPAY Unclassified transaction PAYMENT,Other
ONLINE Water bill payment TRANSACTION,Bills
PHONEPE General income credit TRANSACTION,Income
Flipkart electronics purchase | Ref:f7d0e3ec | Amount: INR 9720.1,Shopping
PHONEPE AJIO retail purchase PAYMENT,Shopping
BANK Incoming bank credit PAYMENT,Income
PAYTM Water bill payment PURCHASE,Bills
IKEA furniture shopping | Ref:d3a88b75 | Amount: INR 46113.26,Shopping
Misc expense payment ONLINE,Other
Salary August credit,Salary
Money received,Income
GPAY Utility bill payment UPI,Bills
GPAY Apollo Pharmacy payment ONLINE,Medical
UPI Zepto grocery delivery PURCHASE,Groceries
Reliance Digital purchase | Ref:a8617de8 | Amount: INR 3344.67,Shopping
ONLINE Personal UPI transfer PURCHASE,Personal Transfer
Hospital bill payment ONLINE,Medical
ONLINE Unknown bank transaction ONLINE,Other
BANK BigBasket grocery order,Groceries
PAYTM Salary credited UPI,Salary
Flipkart electronics purchase | Ref:fd585576 | Amount: INR 31903.85,Shopping
PHONEPE UPI payment to Ravi PAYMENT,Personal Transfer
Flipkart electronics purchase | Ref:0d149b8b | Amount: INR 15261.86,Shopping
GPAY MedPlus pharmacy purchase PAYMENT,Medical
UPI Prime Video subscription ONLINE,Entertainment
PAYTM Jio mobile recharge TRANSACTION,Bills
Internet broadband bill,Bills
Ola cab fare | Ref:994047d8 | Amount: INR 5693.69,Transport
PHONEPE BigBasket grocery order PAYMENT,Groceries
Reliance Fresh supermarket payment UPI,Groceries
POS Jio mobile recharge UPI,Bills
